1 - Average number of hours spent on unpaid domestic and care work  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,2005,Female,3.82,-,-,1,1,19-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,2005,Male,2.22,-,-,1,1,12+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,2005,Male,2.45,-,-,1,1,15-84,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,2005,Male,2.15,-,-,1,1,19-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,1998,Female,3.85,-,-,1,1,12+,1998-2000,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,1998,Female,4.03,-,-,1,1,19-65,1998-2000,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,1998,Male,2.13,-,-,1,1,19-65,1998-2000,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,1998,Male,2.22,-,-,1,1,12+,1998-2000,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,2013,Female,3.82,-,-,1,1,12+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,56,Belgium,2013,Male,2.42,-,-,1,1,12+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,100,Bulgaria,2009,Female,4.43,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,100,Bulgaria,2009,Male,2.22,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,100,Bulgaria,2001,Female,5.02,-,-,1,1,20-74,2001-2002,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,100,Bulgaria,2001,Male,2.62,-,-,1,1,20-74,2001-2002,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,112,Belarus,2014,Female,4.6,-,-,1,1,10+,2014-2015,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,112,Belarus,2014,Male,2.28,-,-,1,1,10+,2014-2015,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,124,Canada,2005,Female,3.8,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,124,Canada,2005,Male,2.3,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,124,Canada,2010,Female,3.88,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,124,Canada,2010,Male,2.48,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,124,Canada,1998,Female,4.05,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,124,Canada,1998,Male,2.4,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,208,Denmark,2008,Female,3.75,-,-,1,1,20-74,2008-2009,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,208,Denmark,2008,Male,2.7,-,-,1,1,20-74,2008-2009,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,208,Denmark,2001,Female,3.5,-,-,1,1,16-74,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,208,Denmark,2001,Male,2.43,-,-,1,1,16-74,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,233,Estonia,1999,Female,4.78,-,-,1,1,10+,1999-2000,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,233,Estonia,1999,Male,2.68,-,-,1,1,10+,1999-2000,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,233,Estonia,2009,Female,4.13,-,-,1,1,10+,2009-2010,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,233,Estonia,2009,Male,2.58,-,-,1,1,10+,2009-2010,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,1999,Female,3.6,-,-,1,1,10+,1999-2000,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,1999,Female,3.93,-,-,1,1,20-74,1999-2000,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,1999,Male,2.27,-,-,1,1,20-74,1999-2000,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,1999,Male,2.05,-,-,1,1,10+,1999-2000,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,2009,Female,3.73,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,2009,Female,3.42,-,-,1,1,10+,2009-2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,2009,Male,2.2,-,-,1,1,10+,2009-2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,246,Finland,2009,Male,2.42,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,2009,Female,4.02,-,-,1,1,15-60,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,2009,Female,3.87,-,-,1,1,15+,2009-2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,2009,Female,3.93,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,2009,Male,2.4,-,-,1,1,15+,2009-2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,2009,Male,2.22,-,-,1,1,15-60,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,2009,Male,2.32,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,1998,Female,4.6,-,-,1,1,15-60,1998-1999,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,1998,Female,4.38,-,-,1,1,20-74,1998-1999,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,1998,Female,4.57,-,-,1,1,20-74,1998-1999,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,1998,Male,2.4,-,-,1,1,20-74,1998-1999,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,1998,Male,2.22,-,-,1,1,20-74,1998-1999,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,250,France,1998,Male,2.22,-,-,1,1,15-60,1998-1999,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,276,Germany,2001,Female,4.23,-,-,1,1,10+,2001-2002,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,276,Germany,2001,Female,4.23,-,-,1,1,20-74,2001-2002,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,276,Germany,2001,Male,2.37,-,-,1,1,10+,2001-2002,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,276,Germany,2001,Male,2.37,-,-,1,1,20-74,2001-2002,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,276,Germany,2012,Female,3.82,-,-,1,1,10+,2012-2013,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,276,Germany,2012,Male,2.4,-,-,1,1,10+,2012-2013,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,300,Greece,2013,Female,4.6,-,-,1,1,20-74,2013-2014,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,300,Greece,2013,Female,4.07,-,-,1,1,10+,2013-2014,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,300,Greece,2013,Male,1.38,-,-,1,1,10+,2013-2014,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,300,Greece,2013,Male,1.52,-,-,1,1,20-74,2013-2014,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,348,Hungary,1999,Female,4.68,-,-,1,1,15-74,1999-2000,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,348,Hungary,1999,Male,2.65,-,-,1,1,15-74,1999-2000,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,348,Hungary,2009,Female,4.75,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,348,Hungary,2009,Male,2.55,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,372,Ireland,2005,Female,4.93,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,372,Ireland,2005,Male,2.15,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,380,Italy,2008,Female,4.77,-,-,1,1,15+,2008-2009,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,380,Italy,2008,Male,1.62,-,-,1,1,15+,2008-2009,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,380,Italy,2002,Female,4.95,-,-,1,1,15+,2002-2003,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,380,Italy,2002,Male,1.53,-,-,1,1,15+,2002-2003,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,392,Japan,2001,Female,3.57,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,392,Japan,2001,Male,0.75,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,392,Japan,2006,Female,3.58,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,392,Japan,2006,Male,0.63,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,392,Japan,2011,Female,3.58,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,392,Japan,2011,Male,0.7,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,428,Latvia,2003,Female,3.75,-,-,1,1,20-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,428,Latvia,2003,Male,1.65,-,-,1,1,20-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,440,Lithuania,2003,Female,4.48,-,-,1,1,20-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,440,Lithuania,2003,Male,2.15,-,-,1,1,20-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,442,Luxembourg,2014,Female,3.47,-,-,1,1,10-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,442,Luxembourg,2014,Male,1.7,-,-,1,1,10-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,470,Malta,2002,Female,4.5,-,-,1,1,10+,0,Paid work also includes study,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,470,Malta,2002,Male,1.68,-,-,1,1,10+,0,Paid work also includes study,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,498,Republic of Moldova,2011,Female,4.57,-,-,1,1,10+,2011-2012,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,498,Republic of Moldova,2011,Male,2.47,-,-,1,1,10+,2011-2012,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,1999,Female,3.87,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,1999,Male,2.2,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2003,Female,3.63,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2003,Male,1.93,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2001,Female,3.6,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2001,Male,2.03,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2006,Female,4.07,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2006,Male,2.35,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2011,Female,3.53,-,-,1,1,20-74,2011-2012,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,2011,Male,2.22,-,-,1,1,20-74,2011-2012,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,1997,Female,3.02,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,528,Netherlands,1997,Male,1.82,-,-,1,1,12+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,554,New Zealand,2009,Female,4.33,-,-,1,1,12+,2009-2010,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,554,New Zealand,2009,Male,2.53,-,-,1,1,12+,2009-2010,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,554,New Zealand,1998,Female,4.58,-,-,1,1,12+,1998-1999,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,554,New Zealand,1998,Male,2.65,-,-,1,1,12+,1998-1999,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2000,Female,3.63,-,-,1,1,20-74,2000-2001,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2000,Female,3.93,-,-,1,1,16-74,2000-2001,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2000,Male,2.68,-,-,1,1,16-74,2000-2001,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2000,Male,2.33,-,-,1,1,20-74,2000-2001,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2010,Female,3.3,-,-,1,1,20-74,2010-2011,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2010,Female,3.83,-,-,1,1,16-74,2010-2011,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2010,Male,3,-,-,1,1,16-74,2010-2011,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,578,Norway,2010,Male,2.37,-,-,1,1,20-74,2010-2011,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,616,Poland,2003,Female,4.93,-,-,1,1,15-64,2003-2004,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,616,Poland,2003,Female,4.75,-,-,1,1,20-74,2003-2004,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,616,Poland,2003,Male,2.62,-,-,1,1,15-64,2003-2004,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,616,Poland,2003,Male,2.37,-,-,1,1,20-74,2003-2004,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,616,Poland,2013,Female,4.4,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,616,Poland,2013,Male,2.38,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,620,Portugal,1999,Female,5.47,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,620,Portugal,1999,Female,4.68,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,620,Portugal,1999,Male,1.6,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,620,Portugal,1999,Male,1.12,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,642,Romania,2000,Female,4.8,-,-,1,1,10+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,642,Romania,2000,Male,2.3,-,-,1,1,10+,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,642,Romania,2011,Female,4.9,-,-,1,1,20-74,2011-2012,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,642,Romania,2011,Female,4.4,-,-,1,1,10+,2011-2012,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,642,Romania,2011,Male,2.23,-,-,1,1,20-74,2011-2012,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,642,Romania,2011,Male,2.08,-,-,1,1,10+,2011-2012,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,688,Serbia,2010,Female,4.85,-,-,1,1,15+,2010-2011,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,688,Serbia,2010,Male,2.27,-,-,1,1,15+,2010-2011,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,705,Slovenia,2000,Female,4.93,-,-,1,1,20-74,2000-2001,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,705,Slovenia,2000,Male,2.67,-,-,1,1,20-74,2000-2001,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,724,Spain,2009,Female,4.55,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,724,Spain,2009,Male,2.07,-,-,1,1,20-74,2009-2010,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,724,Spain,2002,Female,4.92,-,-,1,1,20-74,2002-2003,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,724,Spain,2002,Male,1.58,-,-,1,1,20-74,2002-2003,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,752,Sweden,2000,Female,4.13,-,-,1,1,20-64,2000-2001,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,752,Sweden,2000,Male,2.87,-,-,1,1,20-64,2000-2001,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,752,Sweden,2010,Female,3.83,-,-,1,1,20-64,2010-2011,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,752,Sweden,2010,Male,3.03,-,-,1,1,20-64,2010-2011,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2000,Female,4.68,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2000,Male,2.43,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
