2 - Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,246,Finland,2009,Male,5.57,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,246,Finland,2009,Male,5.63,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,250,France,2009,Female,6.6,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,250,France,2009,Female,7.53,-,-,1,1,15-60,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,250,France,2009,Female,6.08,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,250,France,2009,Male,7.47,-,-,1,1,15-60,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,250,France,2009,Male,5.92,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,250,France,2009,Male,6.43,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,276,Germany,2012,Female,6.32,-,-,1,1,10+,0,0,2012-2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,276,Germany,2012,Male,6.07,-,-,1,1,10+,0,0,2012-2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,300,Greece,2013,Female,5.65,-,-,1,1,10+,0,0,2013-2014,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,300,Greece,2013,Female,6.58,-,-,1,1,20-74,0,0,2013-2014,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,300,Greece,2013,Male,4.9,-,-,1,1,20-74,0,0,2013-2014,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,300,Greece,2013,Male,4.08,-,-,1,1,10+,0,0,2013-2014,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,348,Hungary,2009,Female,6.95,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,348,Hungary,2009,Male,5.9,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,372,Ireland,2005,Female,7.63,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,372,Ireland,2005,Male,7.25,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,380,Italy,2008,Female,7.07,-,-,1,1,15+,0,0,2008-2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,380,Italy,2008,Male,6.03,-,-,1,1,15+,0,0,2008-2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,392,Japan,2006,Female,6.57,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,392,Japan,2006,Male,6.38,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,392,Japan,2011,Female,6.42,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,392,Japan,2011,Male,6.2,-,-,1,1,10+,0,Commuting to work includes those to study as well; total unpaid care includes household work  care for children and other and shopping  volunteering,2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,442,Luxembourg,2014,Female,6.42,-,-,1,1,10-74,2014,0,0,-,-,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,442,Luxembourg,2014,Male,5.88,-,-,1,1,10-74,2014,0,0,-,-,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,498,Republic of Moldova,2011,Female,7.53,-,-,1,1,10+,0,0,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,498,Republic of Moldova,2011,Male,6.27,-,-,1,1,10+,0,0,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,528,Netherlands,2006,Female,6.4,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,528,Netherlands,2006,Male,6.55,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,528,Netherlands,2011,Female,5.87,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,528,Netherlands,2011,Male,6.35,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,554,New Zealand,2009,Female,6.72,-,-,1,1,12+,0,0,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,554,New Zealand,2009,Male,6.75,-,-,1,1,12+,0,0,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,578,Norway,2010,Female,5.8,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,578,Norway,2010,Female,6.85,-,-,1,1,16-74,0,0,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,578,Norway,2010,Male,7.17,-,-,1,1,16-74,0,0,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,578,Norway,2010,Male,6.37,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,616,Poland,2013,Female,6.9,-,-,1,1,15+,0,0,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,616,Poland,2013,Male,6.7,-,-,1,1,15+,0,0,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,642,Romania,2011,Female,6.07,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,642,Romania,2011,Female,6.97,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,642,Romania,2011,Male,4.8,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,642,Romania,2011,Male,5.55,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,688,Serbia,2010,Female,7.1,-,-,1,1,15+,0,0,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,688,Serbia,2010,Male,6.22,-,-,1,1,15+,0,0,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,724,Spain,2009,Female,6.9,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,724,Spain,2009,Male,5.8,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009-2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,752,Sweden,2010,Female,8.03,-,-,1,1,20-64,0,Time on unpaid work does not include time spent on community or volunteer work,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,752,Sweden,2010,Male,8.12,-,-,1,1,20-64,0,Time on unpaid work does not include time spent on community or volunteer work,2010-2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,756,Switzerland,2007,Female,7.17,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2007,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,756,Switzerland,2007,Male,7.43,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2007,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,756,Switzerland,2010,Female,6.85,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,756,Switzerland,2010,Male,7,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,756,Switzerland,2013,Female,6.82,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,756,Switzerland,2013,Male,7,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Female,5.87,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Female,7.03,-,-,1,1,20-74,0,0,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Male,4.72,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Male,5.63,-,-,1,1,20-74,0,0,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,6.07,-,-,1,1,16+,0,0,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,5.73,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Male,5.7,-,-,1,1,16+,0,0,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Male,5.45,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2008,Female,7.17,-,-,1,1,15+,0,0,2008,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2008,Male,7.12,-,-,1,1,15+,0,0,2008,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2005,Female,7.37,-,-,1,1,15+,0,0,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2005,Male,7.13,-,-,1,1,15+,0,0,2005,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2007,Female,7.42,-,-,1,1,15+,0,0,2007,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2007,Male,7.22,-,-,1,1,15+,0,0,2007,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2009,Female,7.02,-,-,1,1,15+,0,0,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2009,Male,6.95,-,-,1,1,15+,0,0,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2010,Female,7.02,-,-,1,1,15+,0,0,2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2010,Male,6.78,-,-,1,1,15+,0,0,2010,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2006,Female,7.27,-,-,1,1,15+,0,0,2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2006,Male,7.15,-,-,1,1,15+,0,0,2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2011,Female,6.97,-,-,1,1,15+,0,0,2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2011,Male,6.87,-,-,1,1,15+,0,0,2011,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2012,Female,6.97,-,-,1,1,15+,0,0,2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2012,Male,6.68,-,-,1,1,15+,0,0,2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2013,Female,6.9,-,-,1,1,15+,0,0,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2013,Male,6.83,-,-,1,1,15+,0,0,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2014,Female,7.05,-,-,1,1,15+,0,0,2014,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2014,Male,6.88,-,-,1,1,15+,0,0,2014,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2015,Female,7.12,-,-,1,1,15+,0,0,2015,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Developed regions,840,United States of America,2015,Male,6.8,-,-,1,1,15+,0,0,2015,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Northern Africa,12,Algeria,2012,Female,5.8,-,-,1,1,12+,0,Time on unpaid work does not include time spent on community or volunteer work,2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Northern Africa,12,Algeria,2012,Male,4.2,-,-,1,1,12+,0,Time on unpaid work does not include time spent on community or volunteer work,2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Northern Africa,504,Morocco,2011,Female,6.35,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Northern Africa,504,Morocco,2011,Male,6.13,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,2011-2012,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Northern Africa,788,Tunisia,2005,Female,7.12,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,2005-2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Northern Africa,788,Tunisia,2005,Male,5.67,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,2005-2006,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Female,8.17,-,-,1,1,10+,0,0,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Female,8.73,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Male,7.1,-,-,1,1,10+,0,0,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Male,7.45,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,2013,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,288,Ghana,2009,Female,8.6,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,288,Ghana,2009,Female,7.5,-,-,1,1,10+,0,0,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,288,Ghana,2009,Male,5.93,-,-,1,1,10+,0,0,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,288,Ghana,2009,Male,7.62,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,2009,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,466,Mali,2008,Female,10.1,-,-,1,1,15-49,Rural,Time on unpaid work does not include time spent on community or volunteer work,2008,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,466,Mali,2008,Female,8.7,-,-,1,1,15-49,Urban,Time on unpaid work does not include time spent on community or volunteer work,2008,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,466,Mali,2008,Male,6.3,-,-,1,1,15-49,Rural,Time on unpaid work does not include time spent on community or volunteer work,2008,0,0,-
Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex,Sub-Saharan Africa,466,Mali,2008,Male,6.8,-,-,1,1,15-49,Urban,Time on unpaid work does not include time spent on community or volunteer work,2008,0,0,-
