3b - Labour force participation rate for persons aged 15+  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2009,Both sexes,48.6,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2010,Female,40.29,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2010,Male,40.48,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2010,Both sexes,40.38,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2006,Female,42.7,-,-,1,1,-,-,-,-,-,-,Data reference period: Average of 2 monthly points
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2006,Male,40.7,-,-,1,1,-,-,-,-,-,-,Data reference period: Average of 2 monthly points
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2006,Both sexes,40.6,-,-,1,1,-,-,-,-,-,-,Data reference period: Average of 2 monthly points
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2011,Female,40.27,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Data reference period: April | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2011,Male,35.24,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Data reference period: April | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2011,Both sexes,37.97,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Data reference period: April | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2012,Female,35.95,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2012,Male,28.26,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2012,Both sexes,32.31,-,-,1,1,-,-,-,-,-,-,Data reference period: March | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2014,Female,28.4,-,-,1,1,-,-,-,-,-,-,Data reference period: November | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2014,Male,25.27,-,-,1,1,-,-,-,-,-,-,Data reference period: November | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2014,Both sexes,26.91,-,-,1,1,-,-,-,-,-,-,Data reference period: November | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2015,Female,31.04,-,-,1,1,-,-,-,-,-,-,Data reference period: November | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2015,Male,28.01,-,-,1,1,-,-,-,-,-,-,Data reference period: November | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,64,Bhutan,2015,Both sexes,29.62,-,-,1,1,-,-,-,-,-,-,Data reference period: November | Geographical coverage: Total national  excluding overseas territories
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1999,Female,34.96,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1999,Male,58.85,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1999,Both sexes,47.32,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2003,Female,34.11,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2003,Male,57.09,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2003,Both sexes,45.65,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2008,Female,28.8,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2008,Male,50.8,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2008,Both sexes,39.4,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2000,Female,30.34,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2000,Male,56.13,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2000,Both sexes,43.46,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2005,Female,29.62,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2005,Male,54.14,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2005,Both sexes,41.77,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2007,Female,30.27,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2007,Male,52.01,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2007,Both sexes,40.94,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2009,Female,27.1,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2009,Male,47.6,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2009,Both sexes,36.8,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2010,Female,25.04,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2010,Male,45.86,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2010,Both sexes,34.98,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1996,Female,33.58,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1996,Male,54.3,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1996,Both sexes,43.86,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1998,Female,40.38,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1998,Male,57.27,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1998,Both sexes,49.02,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2004,Female,33.18,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2004,Male,55.21,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2004,Both sexes,44.28,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2006,Female,33.4,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2006,Male,53,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2006,Both sexes,43.2,-,-,1,1,Age:15-24,Repository: NSO,Coverage:Civilian; Geographic limitation:Excluding the Northern province,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1995,Female,34.9,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1995,Male,51.56,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1995,Both sexes,43.17,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2011,Female,23.54,-,-,1,1,Break in series: Sample redesigned,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2011,Male,45.15,-,-,1,1,Break in series: Sample redesigned,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2011,Both sexes,33.99,-,-,1,1,Break in series: Sample redesigned,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1997,Female,32.82,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1997,Male,54.31,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,1997,Both sexes,43.8,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2012,Female,22.6,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2012,Male,44.63,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2012,Both sexes,33.39,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2013,Female,24.13,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2013,Male,45.06,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2013,Both sexes,34.16,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2014,Female,23.26,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2014,Male,42.85,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2014,Both sexes,32.75,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2015,Female,25.29,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2015,Male,42.75,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,144,Sri Lanka,2015,Both sexes,33.73,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2000,Female,26.4,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2000,Male,63.1,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2000,Both sexes,45.5,-,-,1,1,-,-,-,-,-,-,Geographical coverage: Total national  excluding some areas
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2005,Female,28.08,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2005,Male,63.92,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2005,Both sexes,46.72,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2010,Female,19.41,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2010,Male,52.41,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2010,Both sexes,36.89,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2001,Female,29.95,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2001,Male,53.59,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2001,Both sexes,42.43,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2012,Female,14.71,-,-,1,1,Break in series: Methodology revised,-,-,-,-,-,Data reference period: Noncalendar year
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2012,Male,48.6,-,-,1,1,Break in series: Methodology revised,-,-,-,-,-,Data reference period: Noncalendar year
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,356,India,2012,Both sexes,32.57,-,-,1,1,Break in series: Methodology revised,-,-,-,-,-,Data reference period: Noncalendar year
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Female,12.15,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Male,45.42,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Both sexes,29.2,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Female,16.8,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Male,53.1,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Both sexes,35.14,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Female,14.19,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Male,48.43,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Both sexes,31.57,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Female,12.48,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Male,46.18,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Both sexes,29.62,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Female,12.24,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Male,45.24,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Both sexes,29.26,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Female,10.61,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Male,50.99,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Both sexes,30.73,-,-,1,1,-,-,-,-,-,-,-
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Female,8.6,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Male,40.31,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Both sexes,24.65,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Female,9.61,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Male,39.99,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Both sexes,25.07,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2000,Female,30.07,-,-,1,1,-,-,-,-,-,-,Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2000,Male,48.1,-,-,1,1,-,-,-,-,-,-,Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2000,Both sexes,39.03,-,-,1,1,-,-,-,-,-,-,Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2010,Female,38.14,-,-,1,1,-,-,-,-,-,-,Data reference period: Noncalendar year | Geographical coverage: Nonstandard geographical coverage | Population coverage: Nonstandard population coverage
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2010,Male,46.05,-,-,1,1,-,-,-,-,-,-,Data reference period: Noncalendar year | Geographical coverage: Nonstandard geographical coverage | Population coverage: Nonstandard population coverage
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2010,Both sexes,41.87,-,-,1,1,-,-,-,-,-,-,Data reference period: Noncalendar year | Geographical coverage: Nonstandard geographical coverage | Population coverage: Nonstandard population coverage
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2006,Female,47.1,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2006,Male,58.65,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,2006,Both sexes,52.84,-,-,1,1,-,-,-,-,-,-,Population coverage: Excluding armed forces and/or conscripts
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,1995,Female,22.36,-,-,1,1,-,-,-,-,-,-,Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,1995,Male,53.34,-,-,1,1,-,-,-,-,-,-,Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,462,Maldives,1995,Both sexes,37.39,-,-,1,1,-,-,-,-,-,-,Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15-24  by sex,Southern Asia,524,Nepal,1999,Female,80.14,-,-,1,1,-,-,-,-,-,-,-
